,main_category,Pricing,product_name,seller_name,quantity,Discount_applicable
201254,Women's Apparel,16.56584405,Bl10807 Plain Work Shirt,missonlin,24821.79369,Yes
964376,Home & Living,10.21823304,Creative Bar Ktv Snack Dish,ljs8,71199.10767,Yes
30310,Men's Wear,8.430426059,M Asha -@ Xxxl Men's Boxer Shorts,yesyo,67085.73946,No
1188175,Women's Apparel,21.91109373,Women's Half-high Collar Long-sleeved T-shirt,wota,13339.96046,No
887141,Men's Shoes,9.84078403,A Pedal Canvas Breathable Men's Casual Shoes,liulipin,88558.23229,Yes
480847,Miscellaneous,10.40126185, Motorcycle Clip Chin Strap Buckle Autocycle ,fantasti,57178.63313,No
226774,Cameras & Drones,40.24785082,Women's Art Photo Photography Costume,search.,19619.43931,No
1496885,Home & Living,10.65897641,Petshop Cotton Facial Mask,kytion,35742.89849,Yes
337446,Men's Wear,15.11540877,Wide Tooling Men's Casual Loose Thin Men's,ahyd,66093.79059,Yes
1159654,Food & Beverages,12.945192,Taiwan Starfruits (4pcs),wonder,16133.18352,No
1512112,Men's Shoes,15.75622661,Men's Shoes Men's Sports Shoes High-top Shoes,quanzhouju,51126.05168,Yes
1194973,"Toys, Kids & Babies",9.029677219,Genki Moko Moko Pants Xl15 - Baby Diapers,shaniullah,107538.104,No
115136,Men's Wear,45.44011013,Korea style blazer,little_p,48571.95001,Yes
127286,Women's Apparel,15.37730493,Ethica Couple 23 Black,zami,38829.54461,No
1732392,Men's Wear,17.53035774,Short Sleeve T-shirt Men Cotton Half Sleeve,atwood4,83212.14476,No
1554220,"Toys, Kids & Babies",13.07467015,Children's Ancient Costume Of Children's Book,xcsxwwh,101535.02,Yes
1492936,Men's Shoes,66.69826113,Air Jordans 1 Green Purple Black,yeezybo,49884.49238,Yes
272740,Men's Wear,16.24873794,Parang Jaya Short Sleeve Batik Shirt,emyeba,101873.4619,No
802174,Women's Apparel,13.94888344,2021 Women's Camisole Modal One Body Cup Cover,gezis,37098.1666,Yes
1723612,Automotive,15.6737189,City Z Inner Door Handle,bobsma,73077.94274,No
971284,Home Appliances,14.39197111,PowerPac 1L Electric Cooker With Steamer (Ppj2012),homec,71656.77132,Yes
175452,Women's Apparel,16.8843261,Piyama Cotton Motif Cream Triangle,vedt_s,95885.96739,Yes
67751,Watches,32.04450719,FunMax Minimalist Monochrome Watch,idr,51470.75472,No
494843,Health & Wellness,20.09747006,Frutablen Hwi,may_li,19846.06064,No
1534428,Men's Wear,22.4599692,Kurta Pakistan Men's Arm 3 / 4 Latest Ziper Models,batike,24753.55662,No
116364,Home & Living,11.68767071,Sudu plastik transparent 100pcs/pack,sitie,89596.65241,No
1409826,Computers & Peripherals,23.04101779,lian-li T60-1A Silver,astrob,22737.32757,Yes
176168,Mobile & Gadgets,592.3649428,APPLE IPHONE X 256GB SILVER NEW,sg_mob,106676.3164,No
1105306,Men's Wear,18.81311162,Men's Jeans Thin Section Elastic Slim Pants,tjklq,58270.58048,Yes
1565960,Women's Apparel,10.62638371,Encim Batik Tops,batikbena,59195.51319,Yes
964482,Women's Apparel,15.37480815,Hoodietrending Hoodie Jumper Xl Hayu -@ Xxl,hoodietr,39475.1634,No
207110,Home & Living,12.14534341,3d night light / creative led touch light,ladies,88053.07318,Yes
917875,Kids Fashion,20.33959549,Japanese Flower Carter Cardigan Set,fancyba,11444.39067,Yes
1962885,Home & Living,45.54383599,Flannel Blanket Quilt 5 Kg Single Dormitory,hnzyz,18068.01449,Yes
906404,Kids Fashion,10.21899905,Candy Dress,ceira,55160.20737,Yes
1394216,Men's Wear,14.86811866,Adidas Microfiber Short pants (original print),hmsha,40180.43748,No
1417145,Computers & Peripherals,201.1273695,NZXT H200I BLACK,thete,61277.76131,No
1040412,Health & Wellness,18.68867698,HANNIS GREEN COFFEE,borongko,70397.39601,Yes
470245,Miscellaneous,8.495463585,100Pcs Waterproof Rain Boot Carpet,electron,74644.41683,Yes
568724,Women's Apparel,19.29458819,Jacket Dress Women Suit Small Suit Jacket Female,shlhmy,95464.89886,No
1040532,Women's Apparel,17.73041321,Net Yarn Skirt Snow Neil Skirt Pleated Skirt,iirong,85460.88799,No
1465864,Women's Apparel,11.99380931,Ziggy Sexy Underwear Brocade Panties,wainod,16833.23879,No
115124,Jewellery & Accessories,5.152594819,Hot Fashion High Sales Pop Popular Earrings,jianji,88171.94062,No
295105,Women's Apparel,9.485191762,Kaftan kartun size L (7-9tahun) corak boleh pilih,wawaliyza_bea,52698.25817,No
85015,Women's Shoes,13.08559118,Pastely Holla Slip On Sandal Flat Shoes,joymom,49539.19163,No
1511844,Men's Wear,16.49538766,New New Koko Abi Series Ori From Ahza Muslim Wear,nafi05,101805.9824,Yes
633054,Women's Apparel,15.02584277,Women's Short-sleeved Cotton T-shirt,bertha4,54911.55495,No
29489,Mobile & Gadgets,636.9525117,Tascam CD-200IL,seehe,55658.32284,Yes
778590,Men's Wear,15.9388165,Elegant Koko,batikiya,77905.42237,Yes
9173,Women's Shoes,12.34544302,Sandal Gucci Mickey Disney Import Premium,rin_dra,73736.24443,No
379894,"Toys, Kids & Babies",226.4385813,Combi F2 Plus AF A Type Stroller-(Pink),comb,85330.16649,Yes
1244068,Women's Apparel,14.15774501,Jumbo Oversized Boyfriend Shirt,elisas,91339.45796,No
1874813,Women's Apparel,15.4425464,Ruffle Jeans Tunic,novita_fashio,62251.89988,Yes
1803721,Women's Apparel,26.79267564,Khadra Tunik By Light. Clo,emah,35146.77067,Yes
811218,Jewellery & Accessories,19.08826735,Christmas Four Donuts Print Round Beach Throw,fansha,86849.8637,Yes
309062,Women's Apparel,15.34161464,New!! Salmona Kebaya Maxmara Kebaya Beautiful,toko.mitra,44809.03819,Yes
1532605,Kids Fashion,16.0889719,Boys ' Set & Children's Set & Kids Set,huangxudo,16708.60173,No
1031992,Home & Living,147.2769281,Smart Wifi Video Intercom Doorbell,mengme,95574.913,No
1517408,Jewellery & Accessories,10.3997307,Sweet Soft Girl Fairy Little Daisy Flower Hairpin,yjmdm,48409.62363,No
1923568,Jewellery & Accessories,886.0558912,City Diamond引雅 Bijou系列0.15克拉H&A鑽墜,citydiamon,72604.17278,Yes
1952879,Automotive,16.41218418,Special Car Oxford Cloth Camouflage Shade Cover,zhuoy,65354.39494,No
1111564,Beauty & Personal Care,19.34136909,MEDICUBE Centella Scar Ointment,ownn,101503.2258,Yes
1730638,"Toys, Kids & Babies",9.9251256,SK-07 (S),totsn,40574.8919,No
756300,Women's Apparel,13.22655767,【Spot】Women's Short Sleeve Soft Satin Pajama,ffcg,54266.7321,No
1244651,Jewellery & Accessories,15.72297951,Women's Ethnic Style Long Sweater Chain,quanzhouj,46017.511,No
187733,Women's Apparel,22.249263,Hayu Dress By Fania Hijab,dian_ap,32100.23889,Yes
387713,Kids Fashion,32.57400927,Pink Girl 120~170 Autumn Lotus Leaf Sleeve Shirt,loveo22,48010.46503,Yes
1989667,Hobbies & Books,34.45465368,Dragon Ball Goku Digital Oil Painting,02lingt,71457.59066,No
924150,Men's Wear,20.03934087,Assalamualaikum Akhi Ready Size S T-shirt - @ Xxl,kaos.kek,61912.01516,No
47880,Women's Apparel,16.5533315,Gamis Jumbo Black And White Chest Circle 114cm,bellu,36722.31641,Yes
441258,Computers & Peripherals,10.17783777,2016 new USB2.0 VHS to DVD Converter,bright,40201.29712,Yes
1579636,Food & Beverages,12.45964338,Numi - Organic Dry Dessert Lime Tea - 396g,mrsorga,75613.10253,No
1204021,Women's Apparel,14.10947673,Maxmara Polka,beesho,47561.46407,Yes
204217,Sports & Outdoors,93.16237717,RumbleRoller SMR Super Set,win,48199.36594,Yes
1907484,Women's Apparel,12.1016488,Women's Lace Low Waist Strap Thong Black Underwear,a255018,28529.95373,Yes
1087903,"Toys, Kids & Babies",17.99135648,Children's Animal Costume,y429323,97005.20568,No
1061974,Women's Apparel,14.74801857,Mukena Hadangan Ut,nina.sak,17692.49452,No
201704,Beauty & Personal Care,14.78164245,Ertos Original Eye Bag Serum,marlin,63077.11766,Yes
1083762,"Toys, Kids & Babies",89.86009463,Blue Sky Spot Bandai 1/35 MG Aura Battler Dunbine,dqxw,105193.6233,No
1280998,Women's Apparel,71.04733495,Winter Maid Maid Costumes Costumes Game Uniforms,gnzo,87700.4028,Yes
862262,Home & Living,32.33250726,Winter Crystal Velvet Latex Pillow Cases 60 X 40,lliiuuf,29634.89507,No
1183739,Kids Fashion,11.96013646,Estimasi Girls Dres 24 Liters - @ 36 Months - Sni,rahayu.,36335.6062,No
965162,Women's Apparel,8.019878193,Pastel Pajama T-shirt Material,moutesyar,56735.46367,No
424103,Women's Apparel,15.96220478,100% Import Layered Floral Dress Premium D9258,littledabely,23152.73823,Yes
89852,Sports & Outdoors,11.168932,FOSG Adjustable Portable Table tennis net frame,factoryo,52741.63617,Yes
1838215,Automotive,12.21619269,Striping Motor Yamaha Rx King 2006 Blue,ariz_sti,42885.91081,Yes
220868,Mobile & Gadgets,492.8801628,Samsung S8 Plus,tejaswi,52845.85086,No
145842,Home & Living,14.82830993,Floor Mat Carpet Special Door Mat Pc Door Mat,yejiaxi,73933.67305,No
311126,Women's Apparel,10.26067666,Honey Motif Family Batik Set 0261,grosirbatik,109246.7487,Yes
69829,Men's Wear,17.51343845,Original Fourshym Kurta Koko Shirt,syifanur,35780.77338,No
1432268,Sports & Outdoors,11.25084984,Sports Knee Dance Sponge Knee Pads,mall_ey,28827.21372,Yes
1370516,Home & Living,17.66806721,Large-capacity Nursery Organizer Fence Hanging Bag,chuangsh,108185.62,No
570529,Women's Apparel,16.42429147,Clothing -gh- Gamis Ceruty Lace,kaoscan,32959.90872,No
146340,Home & Living,10.7510683,Superman/Clark Kent Pillow,5ivep,12959.83303,Yes
1818876,Women's Apparel,9.325615763,Monel Hijab Wanderlust Series Veil,kantun_,93304.65021,No
1825454,Sports & Outdoors,14.10760002,False USB Charging Reusable Fishing Lures,daba,79816.55209,Yes
495161,Women's Apparel,17.2012175,Women's Long Sleeve Chiffon Short Sleeve Shirt,zhijianzui,81854.30547,Yes
1450489,Men's Wear,19.98230497,Dilan Biowash Unisex Premium Jeans Jacket,kingkongtact,73086.83423,Yes
1758821,Jewellery & Accessories,7.041863687,BABY BROOCH WITH DIAMOND 2PCS,tee8,86589.9239,Yes
317030,Hobbies & Books,31.86546286,Smart Games Wall & Warriors,agape,99491.74946,Yes
1464682,Food & Beverages,12.68862629,pegaga crispy homemade,afzura,71543.78403,Yes
1375360,Home Appliances,79.91063107,EUROPACE EKJ 217C KETTLE JUG,sgcrea,42754.53763,Yes
244802,Home & Living,13.14040432,Frozen Sourdough 3pcs Pizza size 8,amira5,83172.2859,Yes
109899,Jewellery & Accessories,4.994767332,5 MAGNETIC METAL GOLD NECKLACE MAGNET CLASP TOUCH,toucht,32918.53811,No
477155,Food & Beverages,26.9610575,Sambal Bu Rudy K Package: 2 Shrimp + 5 Garlic,tatasn,16848.86684,No
1471352,Home & Living,9.891022372,Shaby Window Curtains,fifish,73159.65017,No
83856,Home & Living,14.61986627,Aluminum Towel Clothesline,anekatim,27715.59003,No
291648,Beauty & Personal Care,15.37848586,[PURITO] Centella Green Level Buffet Serum - 60ml,roseros,51353.99833,Yes
1361342,Women's Apparel,15.82335992,Women's Sanded Long-sleeved T-shirt,goodsell,50841.34565,Yes
1712756,Women's Apparel,14.784086,Elfina By Satine J250no15,hafidh.o,106975.0497,Yes
16930,Men's Wear,4.485781986,Vm Plain Jumbo Shirt Big Size Plain Singlet,vm_sh,85790.43886,Yes
155596,Video Games,33.28768041,PS4 One Piece: World Seeker / R1,shopitr,52995.24195,No
958675,Beauty & Personal Care,111.4179015,Spiritual Dhani,greta1,10614.80284,No
583904,Women's Apparel,13.58542553,Women's Korea Loose Long-sleeved Jacket,lilish,80718.37587,No
1845067,Home Appliances,16.70085124,10 Rolls Christmas: 50m Thickness: 2mm,zssyht,72615.12911,Yes
343704,Women's Apparel,18.37030901,Women's Short Sleeve Casual Dress,xuju,36771.9504,No
1877506,Men's Wear,14.35132228,Pants Men's Elastic Waist Outer Wear Slim,fjhs,43275.67862,No
1785910,Women's Apparel,19.29559784,Kirana Teen Gamis Teen Ori Shofiya,arifv,45365.0493,Yes
519680,Women's Apparel,12.05684622,NAVY BLUE STRETCHABLE SHORTS,beth,61425.89739,No
1595084,Beauty & Personal Care,22.62720229,[Missha][Korea Best]Missha Modern Shadow Matt 2.2g,gyusi,31439.33954,Yes
1300431,Sports & Outdoors,98.05058785,Nike Air Force 1 07 Lv 8 Men's Casual Shoes,yami_fas,68057.27589,No
223526,Women's Apparel,23.2727678,Daily Long Shirt Hl Greentea,aizabu,31142.88341,Yes
225790,Food & Beverages,15.5575717,The Best Original Nest Honey 500gr,rumahherba,28688.8819,Yes
1945801,"Toys, Kids & Babies",13.96512702,Bowling Teaching,faqi_bers,48218.98684,No
926273,Women's Apparel,16.51364253,2019THIN Red Checkered Plaid Wrap Skirt,bjzhim,21391.57107,No
830804,Men's Wear,21.74767665,Legend Are Made Not Born - Bigsize Shirt,giclo,90746.56878,No
1540519,Jewellery & Accessories,34.27128985,moment ribbed silver clip,freedom_t,16888.29773,Yes
172125,Women's Apparel,14.21195448,Leather tote bag 👜,daisy,30205.48421,Yes
1661001,Automotive,9.31299563,Waterproof Conch Denso Horn,jason_,57364.86508,No
240688,Women's Apparel,19.70177533,Shafina Dress,aziz,34227.98995,Yes
565091,Jewellery & Accessories,2.674697522,Bros Juntai Bros Hijab Bros Bros Bros Present,hazelysha,79730.68573,No
1575279,Women's Apparel,13.38463469,Melana Qiiq Dress,zyshop_col,71903.8399,Yes
79814,Women's Apparel,54.57415212,Women's Winter Long Coral Fleece Flannel Pajamas,jrsz,21314.24072,Yes
200043,Sports & Outdoors,14.02810248,Men's Winter Plus Velvet Thick Hooded Suit,ahlmwh,61434.60425,Yes
1755725,Sports & Outdoors,12.69756763,Lure Duo Spearhead Ryuki 70s 9gr Fishing Bait,rita01,89951.67984,No
1383700,Women's Apparel,40.82903535,Becs Beans Little Adorable Marvel Venom Hoodie,becs6,35547.78213,No
1827513,Home & Living,13.64870794,3D Anime Cup Coffee Cup Mug,chuangsh,25556.47475,Yes
460731,Health & Wellness,12.13771192,Watsons 3D Face Mask 3S,watsons,76824.61022,Yes
947845,Mobile & Gadgets,3.948595882,Case My Choice / Case Dove Iphone 12,mantap,36855.32025,Yes
919732,Food & Beverages,13.25564598,Sand Sugar 1kg Gulaku / Rose Brand / Gmp / Sus,oktaa,47607.77932,Yes
384564,Mobile & Gadgets,13.35581847,12-Inch Shockproof Tablet Protection Bag,fashion,13469.7778,No
1844348,Kids Fashion,15.53899736,Gamis Hanbok Age 2... 10 Years,felisho,18247.49853,Yes
619873,Women's Apparel,8.168516779,Woolen Shorts A Word Wide Leg Pants Black,qlgy,29314.99765,No
550464,Kids Fashion,9.248177777,Rocket Blue Boys' Tops Uk 1th S / D 10th,wahyuub,102890.5765,Yes
1440411,Jewellery & Accessories,8.370368312,Korean Style Hair Clip Colourful Hair Pin,mohll7,12059.96936,Yes
1176078,Kids Fashion,20.06563814,White Cotton Long Sleeve T-shirt For Boys,amanda4,33259.68404,Yes
1388275,Women's Apparel,11.38665199,Mermaid Robe / Engagement Dresses,siva_s,15514.94968,Yes
770312,Men's Wear,6.241175998,Munafie Men's Underwear / Cd,fir_s,14290.7303,No
1944233,Beauty & Personal Care,50.77581029,Wouwou caviar extract serum,chasingth,97734.40308,No
53478,Women's Apparel,19.89855855,Women's Casual Thin Printing Baseball Jacket,llis17339,103082.6949,Yes
1990942,Pet Food & Supplies,19.41618848,Pet Pack Cat Travel Carry Bag Pet Portable Cat Bag,guiadf,56822.5854,No
622643,Kids Fashion,12.68199377,Caterpillar Blue Turkis Children's T-shirt,baitiew,64044.72591,Yes
1349872,Men's Wear,28.41000843,Gray Men's Plus Velvet Loose Straight Pants,balow4,64061.35158,No
905518,Mobile & Gadgets,9.804946346,Pet cleaning shovel,you,60884.39307,Yes
293560,"Toys, Kids & Babies",16.15726695,Sweety Silver Pants L44 / Xl42,trikor,51514.32776,Yes
1836378,Jewellery & Accessories,14.13674179,Christmas Decorations Hairpin Hair Hoop Head Clasp,wangjua,102685.3661,Yes
18587,Women's Apparel,146.1320371,Black Michael Kors Jet Set Travel Wallet (USA),sleepy,67032.3607,No
90369,Women's Apparel,10.66112703,Gamis Salur,aleshafash,90192.91948,Yes
1800376,Sports & Outdoors,8.296724791,†♓R-type adjustable grip actuator random,lulal,86303.33432,No
1775850,Beauty & Personal Care,18.91883005,"Facemask Child, Ready stock Child 50 keping",fatinsyu,14471.45991,Yes
1086195,"Toys, Kids & Babies",9.113932089,Squishy Pizza Slice Pizza Cut 351122,kimura,55857.98903,No
589494,Home & Living,25.36983724,King Koil Royale Pillow,varion,101352.726,No
251345,Mobile & Gadgets,14.85909478,Fashion Iphone 7/7plus/7/7plus Case,chenm,74055.83751,No
114554,Jewellery & Accessories,8.39170969,[Ready Stock]18K Gold Pearl Ring for Women,cxmhome,70458.26341,No
1688992,Women's Shoes,33.96286192,Marelli Women's High Heels Cream - 7101,marelli,81792.35363,No
381317,Women's Apparel,55.10601819,Women's Winter Plus Velvet Hooded Color Long Coat,leitogn,95441.64043,No
1363316,Beauty & Personal Care,73.41847802,Sunblock SPF60 PA+,dione_int,68482.42102,Yes
92976,Beauty & Personal Care,7.303328159,Ponds Men Lightening Oil Clear 100ml,gunawan.p,20116.93164,Yes
1320659,Women's Apparel,8.061708684,The Latest Vallebe Women's Outerwear Collection,bajubandun,77280.34559,Yes
971483,Women's Apparel,17.40899774,Korean Style Jacket Pilot Baseball Uniform Jacket,shlhmy,14424.94449,Yes
419343,Women's Apparel,18.85969273,Jenna Outer,fabsst,85453.17835,Yes
1888358,Women's Apparel,16.21848437,Greet Nightgown Model: E Hayu -@ 235 / Hb,greetnig,26271.33557,Yes
107850,Jewellery & Accessories,7.455088658,KADET POLIS HACKLE BERET,kokounif,82295.01356,Yes
1401947,Home & Living,13.04749733,Sgm Export 1 + 600 Gr Vanilla,tronaoffic,82455.74719,No
1231041,Women's Apparel,9.304677109,Sasya Instant Triangle,rumahas,47179.91086,Yes
1454061,Watches,32.06179167,Q&Q ELEGANT Two Tone Ladies Watch F499J414Y,65wa,104797.4688,Yes
1765151,Home & Living,28.10814679,Square Frying Pan Iron Plate 40 X 40 cm,borong,40828.18921,Yes
965477,Women's Shoes,15.60513844,Women's Flat Non-slip White Shoes Soft Bottom,chaonvsh,15495.54702,No
1638278,Men's Shoes,56.26709685,New nike mars yard ts new collection shoes,shunm,42615.63794,No
297643,Kids Fashion,13.65922357,Cashmere Boys And Girls Baby Vest Plus Velvet 2020,cangrui,74710.81135,No
561829,"Toys, Kids & Babies",10.26744845,Basic Cleanser Liquid Cleanser,bebi.m,38232.80643,No
1327567,Beauty & Personal Care,37.1578025,DG GOLD BEAUTY NEW EDITION 💖 READY STOCK 💖,airichb,21103.69916,Yes
1997733,Women's Apparel,26.71699537,Women's Korea Flannel Coral Velvet Pajama,yuexiame,67342.46246,No
1126336,Women's Apparel,140.7112416,Gamis Tuneeca My Hero Code 05,tuneeca,39505.26295,Yes
460376,Home & Living,42.55143302,Wall Hanging Decoration Block From Socket,wangjun12,41029.70699,No
102828,Jewellery & Accessories,8.165703687,Dangling earrings,coffeet,85592.10998,No
1653240,Home & Living,23.16306353,Invisible Door Lock Bedroom Door Lock,a165555,65340.49835,Yes
1964521,Home Appliances,14.07938629,Seamless Wall Nail Screwgun 无痕墙钉钉鎗,taiwancol,10738.11495,No
620917,Women's Apparel,18.06939302,Kebaya Couple - Kebaya Brukat Tunic And Boy Shirt,naswash,51617.16946,No
673448,Kids Fashion,11.36952225,New Design Palazo Budak Baru,7anice,22963.84351,No
1261644,Women's Apparel,8.298560712,Off Shoulder Panel Dress ,jaym,43952.32067,No
342438,Beauty & Personal Care,3.10136236,Nail Cuticle Oil Vitamin Cuticle Oil Pen,nyonya_o,64287.34652,No
419455,"Toys, Kids & Babies",694.1727493,GRACO CITIGO (Play red) stroller,homea,41381.35755,No
228297,Kids Fashion,6.67270395,Set Of Hats; Socks Carters,bayilucu,47159.10433,Yes
497599,Men's Wear,28.62469524,Men's Long-sleeved Shirt Of Bauhinia,pinkel,109831.9088,No
833680,Beauty & Personal Care,7.40994147,Sunplay Lotion 30g,kyarorai,104830.6872,No
1737918,Men's Wear,17.25481035,Gildan 88000 Casual Fleece Long-sleeved T-shirt,qiumin,52017.21744,Yes
328324,Women's Bags,25.9713828,Package Of Bag Model Line Line Bucket And Wedges,neea_ga,51448.68874,No
1628243,Food & Beverages,18.97346202,Atomy Organic Olive Oil Grilled Laver 108g,ecogre,33385.46699,Yes
106247,Women's Apparel,23.87482304,Elsa Series 2 By Greenism,1ft1,57353.71556,Yes
1081331,Women's Apparel,23.46226138,Short Sleeve Top Skirt Light Cooked Wind Two Sets,yingyin,79420.76767,No
1841734,Women's Apparel,9.473928894,Rainbow Umbrella Yukensi Dress 3 Can Be Busui,daster,10434.78517,No
1417845,Food & Beverages,9.478269375,ALL RIGHT RM5 Organic & Natural Groceries ,kaitlifest,23277.56465,No
66451,Men's Wear,11.67354206,Latest Unique Original Skhayu T-shirt,udayu,29306.31023,Yes
686048,Home & Living,13.93702257,Small Fresh Cotton Linen Square Tea Table Cloth,gsxjhjz,75721.71772,Yes
327502,Women's Apparel,13.0215043,Cream Others Series,hagia_sle,40289.88426,Yes
1751612,Home & Living,15.76431645,Cvc Bed Linen Blue Spiderman Motif; Red,house.of,42282.73107,No
1716123,Jewellery & Accessories,3.988840255,Hand Knitted Multi Lingerie Bracelet,malam,91041.14411,Yes
566247,Women's Apparel,4.780446636,Mylady Bajo Army Lasercut,alena_h,88045.29103,Yes
1875674,Home & Living,10.23885893,20Cm Sit Panda Soft Stuffed Plush Cartoon Doll Toy,assdwe,23047.6156,No
8363,Home & Living,25.15043552,(cysx (4~6pcs) Chair Covers Dining Chair Covers,cysxryllh,54127.78967,Yes
1098780,Food & Beverages,15.18996372,Taiwan Onion Crisp Crackers 1 Pack 600G 洋葱饼,taiwancol,18010.9974,No
1741040,Women's Apparel,18.45249154,Flowers Ra Jeans Women's T-shirt,rastr,84301.28018,No
1209896,Mobile & Gadgets,9.305766809,Xiaomi Mi Band 2 Replacement Wristbands Bracelet ,hawe,18718.64444,No
1043627,Women's Apparel,10.60362778,Cool Amara Rayon Cotton Suits,bajubaru,105393.8422,No
1012385,Women's Apparel,21.8853703,Gamis Raisa By Labebah,galerifa,72475.43599,No
1473788,Men's Wear,11.13666763,Cotton Round Neck T-shirt Men's Short Sleeve Shirt,qiumin,84651.30348,Yes
1826359,Kids Fashion,13.95321098,Velvet Junior Long Pajamas Size 2 To 10 Years Old,priscill,54573.02281,No
1869925,Home & Living,25.50383971,1121 Polar Fleece Jacquard Pillow Case,eleanor,78273.77762,Yes
481142,Women's Apparel,14.09602201,⭐️ New Flare Out Off Shoulder White Top Office,glamo,25117.36972,Yes
1656259,Women's Apparel,11.36511074,TSHIRT COMEL CHARACTER TABREZZ ATTIRE,dikni,42320.15947,Yes
1025319,Watches,12.18154776,Sevenfriday Watches Fashion Cowo Leather,defirsho,59637.36515,Yes
1503220,"Toys, Kids & Babies",12.86229537,Dolphin Doll Whale Plush Toy Doll Bed Sleeping,chengdup,79631.93655,Yes
1091241,Beauty & Personal Care,53.00027948,Nasal Hair Trimmer Barber Cleansing All Angle,aiyou,57369.84284,Yes
64046,Women's Apparel,11.86285623,Negligee Umbrella,obinu,86284.33897,Yes
365560,Women's Shoes,17.85579951,2 Pairs Of Dance Shoes Soft Bottom Practice Shoes,dailig,94447.52379,Yes
976828,Women's Apparel,11.84942436,Longdress Import Disc 58%,vanessa,26055.98928,No
343930,Men's Wear,11.47561784,Jacket Men's Jacket Male Thin Section Korean,wqads,42540.50036,No
36110,Computers & Peripherals,7.694729103,10PCS Potentiometer Plastic Rotary Knob 6mm blue,imcsho,89789.83059,Yes
1249469,Mobile & Gadgets,997.0058866,Apple iphone 11 pro max 512gb silver brand new,xzgju,101972.1155,Yes
1509453,Men's Wear,87.14300143,Men's Winter Lamb Fur Collar Long Coat,tengj,42501.36712,No
480433,"Toys, Kids & Babies",9.711426574,QUN Pu Pink Pressure Reducer Squishy,queens,54818.93972,No
1156062,Women's Shoes,12.43136904,Women's Shoes Wa 384,benzafag,34011.52814,No
789639,Women's Apparel,13.85417931,Unread Jumbo Maxi Dress By Srikandi,anjar_tr,85769.50489,Yes
554660,Women's Apparel,14.25778673,Real Doctors Posture Back Support Brace Corset,riyandr,20954.93512,No
1007499,Women's Apparel,21.91224493,Nuada Blouse,hosofshop,95881.63984,No
949657,Women's Apparel,24.06888415,Gamis Ceruty Printing Asha 124; New Artival,ra_sho,58200.44439,No
1439415,Women's Bags,294.1189549,Kate Spade Grand Street Small Rachelle Satchel Bag,lemon,86992.84541,Yes
819256,Women's Shoes,17.62621209,test test test test test test test test test,ky,15944.86601,No
422430,Women's Shoes,50.89120921,Adidas Nmd R 1 Mesh Limited White Black,chenhai,59179.21304,Yes
443479,Women's Bags,30.24744119,2020 Korean Women's Western Plaid Saddle Bag,eeyay,40494.90655,Yes
1688655,Men's Wear,8.216125572,Shine Rose Front T-shirt - Allsize Fit L.,hazes_,29388.16398,No
1928657,Kids Fashion,10.46881472,Romper Carter Girl Rainbow,fancyba,89797.94619,No
379942,Automotive,32.6713549,270mm For Go Kart Interior Steering Wheel,haiz,28907.21595,No
1610702,Women's Apparel,18.17089902,Ready Stock Emiko Maxy Ori By Store Spassy,abahh,39899.61678,Yes
283120,Women's Apparel,17.83320792,34071 Coloring Dress Import 10,basica,57193.75405,No
404835,Home & Living,11.48921033,Photography Props Retro Ornament Desktop Music Box,lemontr,37335.97975,Yes
992572,"Toys, Kids & Babies",25.2994975,10693 LEGO Classic Creative Supplement,etoys,100466.5393,Yes
909063,Computers & Peripherals,266.8059663,Lenovo ideapad Z470,shauny,33652.42332,Yes
1856381,Women's Shoes,6.923132343,Only Iklan Only 04,seerli,62642.85278,No
1491781,Home & Living,22.51145812,Glue Castol Contact Adhesive Cans 1 Liter,lemcas,61674.83798,No
920880,Games & Hobbies,173.9195538,Shimakaze,toycoin,68237.74412,Yes
417837,Kids Fashion,29.79869111,Children Dress Girls Set 2020 Boy Fashionable Girl,yd97145,40182.42972,Yes
28395,Automotive,80.88527269,RevTec 5W30 100% FULLY SYNTHETIC OIL （2L）,sophiam,79410.76026,Yes
700698,Kids Fashion,30.4015932,Chinese Style Baby Winter Romper Thickened Suit,henao,109278.2823,No
1717458,Kids Fashion,7.86826284,Yellow Dress Cotton Hayu 124; Girls' Dresses,bonal,11306.80221,No
281663,Jewellery & Accessories,33.03537121,Golden Short Straight Hair Wig Cap,megas,43552.54591,Yes
980356,Beauty & Personal Care,14.3577091,Mediheal x BT21 | Mang Face Point Mask (4ea),shipa,81060.56734,No
936872,Men's Wear,6.400808845,T-shirt Distro Memphis And Deus Big Discount,riksawi,46559.44277,No
998106,Women's Shoes,29.15584141,Old Man Cotton Shoes Plus Velvet Sports Warm,gdddjs,32126.84099,No
1355498,Hobbies & Books,150.4033368,Mafex No.95 Aquaman (Aquaman Ver.)  Action Figure,viewi,108942.6975,No
434744,Women's Apparel,37.35984654,Ys 3 Sets Of Large Size Women's Autumn Suit,rengyiti,17098.41214,No
591313,Men's Wear,2.990088284,Swan Singlet Brand Adult Shirt,defa_s,31115.07424,Yes
688421,Women's Apparel,10.91013065,Women's Autumn Square Collar Long Sleeve Dress,fing0,97855.33538,Yes
788432,Men's Wear,15.97165159,Lct Crewneck Tee Shirt,nklab,108544.7971,No
544343,Travel & Luggage,7.511233381,JUNE Relax Aid Travel Animal Comfortable Eye Mask,junego,68225.09669,Yes
